text,citationCount_log,influentialCitationCount_log,influentialCitationCount
"A comprehensive review of software tools for social networking media, wikis, really simple syndication feeds, blogs, newsgroups, chat and news feeds, and the system architecture of a social media (analytics) platform built by University College London is presented.",2.5185271001173364,1.1763806922432705,15
"This chapter outlines and explores two technical issues as they occur for data taken from Twitter, and considers how technical aspects of computational tools for capturing and handling social media data may impact the authors' readings of it.",1.3619166186686433,0.004321373782642578,1
"This paper proposes the Friend-or-Foe coefficient, a metric to measure voting biases among participants of a Eurovision contest, and validates how this metric represents cultural affinity through its relation with known cultural distances, and through numerical analysis of biased Eurovision contests.",1.3619166186686433,0.004321373782642578,1
"From this model, a set of predictions are derived for the conditions that favor an autocatalytic take-off characteristic of human evolution, which may help explain the rapid expansion of human brains and other aspects of the authors' species’ life history and psychology.",1.623352681537992,0.47856649559384334,3
"This paper discusses one such issue, object-focused interaction, where remote participants may lose the co-produced sense of shared artefacts through the ways in which body and object are transmitted and represented.",0.30319605742048883,0.004321373782642578,1
"There is an unhelpful gulf between social scientific approaches, which offer rich theoretical and methodological understandings of the social and computational approaches which offer sophisticated methods for data harvesting, interrogation and modelling, which might meet the challenges facing social media analytics and produce a different order of understanding.",0.7788744720027395,0.004321373782642578,1
"The IUNI Observa4 tory on Social Media, an open analytics platform designed to facilitate computational social science, is presented, using a historical, ongoing collection of over 70 billion public messages from Twitter.",1.4151403521958728,0.47856649559384334,3
"A prototype system for visual-interactive analysis of large georeferenced microblog datasets is demonstrated, describing the design of the system, and detailing its application to the VAST 2011 Challenge dataset.",1.9138668118962392,0.004321373782642578,1
The SPSS programme (Statistical Package for the Social Sciences) has been used for data processes of findings of the research and the Cronbach Alpha reliability of the scale has been found to be valid to measure the computational skills levels of the secondary school students as a result of the analysis.,1.0417873189717517,0.47856649559384334,3
"The role of agent-based modeling in the generative-analytical part of this symbiosis is described and discussed, looking at what concepts are used, how they are used (implemented), and what kind of validation procedures can be applied.",1.6021685513789972,0.004321373782642578,1
"This symposium highlights the relevance of culture as a driving force in the evolution of human cognition, with a special focus on material culture, language, and co nceptual tools.",0.47856649559384334,0.004321373782642578,1
"This book will be a valuable reference for researchers and advanced students focused on information and communication technologies, as well as Web-site and robotics designers, and for scholars working on human, social, and cultural aspects of technology.",2.6354937998115653,1.7160868537748322,52
"The objective of this article is to demonstrate how 3-level meta-analyses can be used to model dependent effect sizes and to extend the key concepts of Q statistics, I2, and R2 from 2-levelMeta-an analyses to 3- level meta-Analyses.",2.542837870748866,1.462547728802664,29
"There exists high correlation among 14 of the 24 tested network measures, many of which also exhibit statistically significant differences with respect to computation time, which are of interest to analysts seeking to identify measures that provide similar ranked outcomes and where computational efficiency is an important consideration.",1.4315245841874509,0.6031443726201823,4
"This work introduces, to its knowledge, the first Cost-based Optimizer for simple to arbitrarily complex MapReduce programs, which focuses on the optimization opportunities presented by the large space of configuration parameters for these programs.",2.585472009738158,1.462547728802664,29
"This paper describes the recent extensions to Truthy, a system for collecting and analyzing political discourse on Twitter, and introduces several new analytical perspectives on online discourse with the goal of facilitating collaboration between individuals in the computational and social sciences.",1.3012470886362115,0.30319605742048883,2
"A number of analytical challenges related to categorisation of systems, system boundaries, hierarchy and scale are discussed and approaches to address these challenges are proposed by looking beyond land system science to theoretical perspectives from economic geography, social metabolism studies, political ecology and cultural anthropology.",2.0969447551769407,0.47856649559384334,3
"A CNN model is described to extract emotion from raw speech input without feature engineering and achieves an impressive average of 65.7% accuracy on six emotion categories, a 4.5% improvement when compared to the conventional feature based SVM classification.",1.7854010249923875,0.30319605742048883,2
"ConvLab-2, an open-source toolkit that enables researchers to build task-oriented dialogue systems with state-of-the-art models, perform an end-to-end evaluation, and diagnose the weakness of systems is presented.",1.5316066319327222,0.8457180179666587,7
"This work introduces LIDA, an annotation tool designed specifically for conversation data, which is the first dialogue annotation system that handles the entire dialogue annotation pipeline from raw text, as may be the output of transcription services, to structured conversation data.",0.7788744720027395,0.004321373782642578,1
"A human-scale, immersive room with a virtual AI agent that aids foreign language learning through task-completion exercises using multi-modal dialogue and enhanced the AI agent, virtual environment, and the on-boarding process for new users to mitigate these challenges.",1.0004340774793186,0.004321373782642578,1
This work conducted an empirical study in which 40 healthy elderly participants performed tasks on a voice-based dialogue system and showed that cognitive scores assessed by neuropsychological tests were significantly related to vocal characteristics as well as to behavioral differences in error-handing situations.,1.1464381352857747,0.004321373782642578,1
This paper describes why research in machine learning and interactive systems should converge in the future and addresses challenges of human- machine interaction.,0.9547247909790629,0.004321373782642578,1
"Experimental results show that the end-to-end dialogue agent can learn effectively from the mistake it makes via imitation learning from user teaching, and applying reinforcement learning with user feedback after the imitation learning stage further improves the agent’s capability in successfully completing a task.",1.954290761701127,0.47856649559384334,3
A tool suite made up of two previously unrelated approaches for the engineering of multimodal Post-WIMP Interactive Systems and shows on a classical rubber banding case study how these tools can be used for prototyping interactive systems.,1.0417873189717517,0.30319605742048883,2
Inverse reinforcement learning (IRL) will be applied to several steps of the spoken dialogue management design such as user simulation and clustering but also to co-adaptation of human user and machine.,1.1763806922432705,0.30319605742048883,2
"This paper presents a comprehensive synthesis of both automated and human evaluation methods on dialogue systems, identifying their shortcomings while accumulating evidence towards the most effective evaluation dimensions.",1.0004340774793186,0.004321373782642578,1
"The Parlance system for interactive search processes dialogue at a microturn level, displaying dialogue phenomena that play a vital role in human spoken conversation.",1.462547728802664,0.004321373782642578,1
"Results demonstrate that the dialogue structures the authors designed indeed support effective human information behavior patterns in a variety of ways, and that searchers can effectively use a system which changes to support different ISSs.",0.9547247909790629,0.004321373782642578,1
"This work collects a goal-driven recommendation dialogue dataset (GoRecDial), which consists of 9,125 dialogue games and 81,260 conversation turns between pairs of human workers recommending movies to each other, and uses the dataset to develop an end-to-end dialogue system that can simultaneously converse and recommend.",1.5052856741441323,0.7788744720027395,6
Representations and mechanisms that facilitate continuous learning of visual concepts in dialogue with a tutor and the implemented robot system are presented and demonstrated.,1.6128897692874846,0.6031443726201823,4
A framework for incremental interpretation and prediction of utterance meaning in dialogue systems is presented and a method for determining when a system has reached a point of maximal understanding of an ongoing user utterance is presented.,1.845160077651946,0.8457180179666587,7
Methods for dealing with the results of database queries in information-seeking dialogues in spoken dialogue systems and dialogue strategies for selecting and presenting information succinctly are described.,1.6128897692874846,0.47856649559384334,3
"The main advances over the 2017 Alana system are a deeper Natural Language Understanding (NLU) pipeline, and the use of topic ontologies and Named Entity Linking to enable the user to navigate and search through a web of related information.",1.4315245841874509,0.30319605742048883,2
"It is argued that a good response should smoothly connect both the preceding dialogue history and the following conversations, and an auxiliary continuous code space is introduced to sidestep the non-differentiability of discrete natural language tokens.",1.2789821168654432,0.30319605742048883,2
"This paper proposes a fully neural network based dialogue-context online end-of-turn detection method that can utilize long-range interactive information extracted from both speaker’s utterances and collocutor's utterances, and combines multiple time-asynchronous long short-term memory recurrent neural networks.",1.079543007402906,0.004321373782642578,1
A method for determining when a system has reached a point of maximal understanding of an ongoing user utterance and a prototype implementation that shows how systems can use this ability to strategically initiate system completions of user utterances are shown.,1.9138668118962392,0.9036325160842377,8
"Challenges as well as potential solutions are discussed in several critical issues of efficient language modeling, utilization of untranscribed speech data, automatic annotation, and cross-lingual modeling.",1.342620042553348,0.30319605742048883,2
"This paper lays out some uncontroversial facts about the interaction of speech and gesture in conversation and describes some psychological theories put forth to explain those data, settling on one theory as being the most interesting for interactive dialogue systems.",1.8808707325324234,0.30319605742048883,2
"A unified neural network framework is proposed to enable the system to first learn by supervision from a set of dialogue data and then continuously improve its behaviour via reinforcement learning, all using gradient-based algorithms on one single model.",1.9912703891950998,0.8457180179666587,7
"This article presents SimpleDS, a simple and publicly available dialogue system trained with deep reinforcement learning that avoids manual feature engineering by performing action selection directly from raw text of the last system and (noisy) user responses.",1.8325727748461798,0.47856649559384334,3
A qualitative study of a multimodal program guide for interactive TV designed by adding speech interaction to an existing TV program guide indicates that spoken natural language input combined with visual output is preferable for TV applications.,1.5441921107650325,0.30319605742048883,2
A multimodal dialogue TV program guide system that is a research prototype built for the case study by adding speech interaction to an already existing TV programs guide is described.,1.3803921600570273,0.004321373782642578,1
"This system demonstration paper presents IRIS (Informal Response Interactive System), a chat-oriented dialogue system based on the vector space model framework that belongs to the class of example-based dialogue systems and builds its chat capabilities on a dual search strategy over a large collection of dialogue samples.",2.2577025683766574,0.7788744720027395,6
The overall accuracy and incremental performance of three widely used systems are investigated and their suitability for interactive dialogue systems is discussed and freely available tools for using and evaluating incremental asr are described.,1.4772659954248526,0.30319605742048883,2
"The second edition of Human Factors and Voice Interactive Systems, in addition to updating chapters from the first edition, adds in-depth information on current topics of major interest to speech application developers.",1.8921502779013641,0.47856649559384334,3
"This paper presents a taxonomy of rendering according to its function in the application, and presents a case study illustrating how various categories of rendering are taken into account in the ICO formalism.",1.5316066319327222,0.004321373782642578,1
"Multiparty grammars are introduced which contain labeled nonterminals to indicate the party that produces the terminal string for interactive person-computer systems and may be used to describe communication among several people, network protocols among several machines, or complex interactions involving several people and machines.",1.8976820617964199,0.004321373782642578,1
"This paper identifies seven turn-yielding cues, all of which can be extracted automatically, for future use in turn generation and recognition in interactive voice response (IVR) systems, and demonstrates that, the greater the number of turn-Yielding cues that are present, the great the likelihood that a turn change will occur.",2.2695362927559666,1.079543007402906,12
"This paper identifies behavioral issues related to the use of interactive computers primarily by persons who are not computer professionals, so-called “general users”, and provides the authors' best estimate of important behavioral problems, with suggestions for solutions.",1.3224260524059526,0.004321373782642578,1
This work describes an extension of the Interactive Storytelling approach which integrates dialogue generation within narrative situations and one main objective is to reproduce realistic dialogue phenomena based on implicit forms of expression.,1.9868165045855364,0.6998377258672457,5
"An overview of Interactive Communication Management (ICM), and especially feedback, in humanhuman communication, is given, and a limited range of ICM behaviour useful for dialogue systems is selected.",1.3012470886362115,0.6031443726201823,4
"The benefits of introducing speech and connected dialogue for iTV interaction are investigated, and a case study in which a prototype system was built allowing users to navigate the information space and control the operation of the TV by a speech-based natural language interface.",1.6128897692874846,0.6031443726201823,4
This paper describes a corpus of film dialogue that has been collected from the IMSDb archive and annotated for linguistic structures and character archetypes and shows how film characters can be represented by models learned from the corpus.,1.5911759503117913,0.6031443726201823,4
"Rimac is described, a natural-language tutoring system that implements an initial set of decision rules based on co-constructed discourse relations in tutorial dialogues whose frequency of occurrence predicts learning, and the context in which these relations occur, and uses this knowledge to formulate decision rules to guide automated dialogues.",1.2555137128195333,0.004321373782642578,1
A novel approach of interactive requirements elicitation for the production of customized software systems is presented and an algorithm is developed to enable software clients to interactively “order” service-oriented software products by means of dialogue in natural language.,0.9036325160842377,0.004321373782642578,1
The goal of this survey is to provide a selfcontained explication of the state of the art of recurrent neural networks together with a historical perspective and references to primary research.,3.1529026504932895,1.954290761701127,90
"This chapter presents the state of the art in the field of interactive question answering, a research field that has emerged at the intersection of question answering and dialogue systems, and which allows users to find the answers to questions in an interactive way.",1.1763806922432705,0.004321373782642578,1
A framework for deep linguistic processing for natural language understanding in task-oriented spoken dialogue systems based on an ontology mapping from the generic LF to the application ontology is described.,1.8261396179359148,0.004321373782642578,1
"The goal of this demonstration is to illustrate the ways in which passive interaction combined with filmic visualisation, dialogue and music, and a plan-based narrative generation approach can form a new basis for an adaptive interactive narrative.",0.9547247909790629,0.004321373782642578,1
"This thesis proposes an interactive system prototyping methodology, which allows for rapid building of multimodal dialogue-based information seeking systems and proposes a two-layered dialogue model as a variant of the standard frame-based approach.",0.7788744720027395,0.004321373782642578,1
"This paper proposes a model of information retrieval system design based on the ideas of a multidimensional space of information-seeking strategies; dialogue structures for information seeking; cases of specific information- seeking dialogues; anti, scripts as distinguished prototypical cases; and demonstrates the use of the MERIT system, a prototype information retrieved system that incorporates these design principles.",2.582074731728398,1.2789821168654432,19
"The multi-modal dialogue systems which process two or more combined user input modes, such as speech, image, video, touch, manual gestures, gaze, and head and body movement are used in order to design the Next-Generation of VPAs model.",2.222742476026601,0.8457180179666587,7
The CU Communicator represents the test-bed system for developing robust human-computer interactions where reusability and dialogue system portability serve as two main goals of the work.,1.9085386321719595,0.8457180179666587,7
"Yochina is a mobile application for crosslingual and cross-cultural understanding based on a generic framework enabling such novel combinations of interactive assistance and reference for any language pair, travel region and culture.",0.6998377258672457,0.004321373782642578,1
"Automatic and human evaluations show that the proposed Adding Chit-Chat to ENhance Task-ORiented dialogues (ACCENTOR) models can code-switch between task and chit-chat to be more engaging, interesting, knowledgeable, and humanlike, while maintaining competitive task performance.",0.8457180179666587,0.004321373782642578,1
"This paper describes recent progress on the TRIPS architecture for developing spoken-language dialogue systems and will include demonstrations of two systems built using TRIPS: a computer purchasing assistant, and an object placement (and manipulation) task.",1.230704313612569,0.004321373782642578,1
This article builds on previous qualitative research using public participation geographic information systems (PPGIS) to develop an alternative and efficient methodology to spatially represent place that integrates participatory mapping procedures within a focus group format.,1.6533090129384789,0.30319605742048883,2
The paper describes the innovative goals of the project and presents ways that the Interact system supports adaptivity on different system design and interaction management levels.,1.6128897692874846,0.004321373782642578,1
"This is a pre-copy-editing, author-produced PDF of an article accepted for publication in Interacting with computers following peer review.",1.5441921107650325,0.6998377258672457,5
"It is shown how a new paradigm fo designing and implementing dialogue systems, that of rational dialogue agent, based on rational interaction approach, is introduced, which provides a generic framework to instantiate effective advanced dialogue systems.",1.7324741772811936,0.47856649559384334,3
"A novel interaction technique based solely on emotional speech recognition is introduced, which allows the user to take part in dialogue with virtual actors without any constraints on style or expressivity, by mapping the recognised emotional categories to narrative situations and virtual characters feelings.",1.9823164696920652,0.7788744720027395,6
This paper investigates the structural aspects of an interactive explanation to propose an interaction protocol and shows that the proposed model can closely follow the explanation dialogues of human-agent conversations.,1.6990568545476676,0.7788744720027395,6
"This work addresses the problem of autonomous incremental learning of a sensory-motor task, demonstrated by an operator guiding a robot, and allows for semisupervision of task learning and is able to adapt the environmental partitioning to the complexity of the desired behavior.",1.342620042553348,0.30319605742048883,2
"It is shown that the likelihood of occurrence of a backchannel increases quadratically with the number of cues conjointly displayed by the speaker, and is important for improving the coordination of conversational turns in interactive voice-response systems.",1.8808707325324234,0.6031443726201823,4
"Dialogue Modelling: Speech Interaction and Rational Agents provides an overview of the current dialogue technology and research trends in spoken dialogue systems, presenting a coherent perspective of AI-based cooperative interaction management and delivers a new metaphor for human-computer interaction and computer as agent.",1.740441644949766,0.6998377258672457,5
"This paper designs a context-based QA system for basic questions about subroutines based on rules the authors extract from recent empirical studies, and trains a custom neural QA model with this dataset and evaluates the model in a study with professional programmers.",0.30319605742048883,0.004321373782642578,1
It is shown that the likelihood of occurrence of a turn-taking attempt from the interlocutor increases linearly with the number of cues conjointly displayed by the speaker.,1.6902847025126295,0.30319605742048883,2
The implementation of the model is shown by describing an application named Stigma-A STereotypical Intelligent General Matching Agent for Improving Search Results on the Internet and the differences and the advantages of the proposed model are compared.,1.0417873189717517,0.004321373782642578,1
This book gives a comprehensive view of state-of-the-art techniques that are used to build spoken dialogue systems and presents dialogue modelling and system development issues relevant in both academic and industrial environments and also discusses requirements and challenges for advanced interaction management and future research.,2.457897028682284,1.1142772965615861,13
"An overview of papers in this special issue of IQA contextualize IQA in the wider field of question answering, and establish connections to research in Information Retrieval and Dialogue Systems.",1.230704313612569,0.004321373782642578,1
The view of interactive systems as communicating agents which can cooperate with the user on a shared task is developed and is supported by an evaluation study concerning a multimodal route navigation system.,0.9547247909790629,0.30319605742048883,2
"An interactive study comparing a simulated conversational search system against a slotbased voice search system, hypothesising that the conversational system, with its ability to preserve and maintain conversational state, will lead to greater satisfaction.",1.2789821168654432,0.30319605742048883,2
"The experience on the design, implementation and evaluation of a chatbot-based dialogue interface for an open-domain QA system shows that chatbots can be effective in supporting interactive QA.",1.6128897692874846,0.47856649559384334,3
It is shown that the event model has the greatest descriptive power in dialogue models and the implications for the design and implementation of UIMSs are discussed.,2.46983673757549,1.0417873189717517,11
Initial tests with a prototype program indicate that a performance equal to that obtainable from a more conventional on‐line retrieval system is possible without obliging the user to formulate his query.,2.419972261274,1.0004340774793186,10
"A novel method by which a spoken dialogue system can learn to choose an optimal dialogue strategy from its experience interacting with human users, based on a combination of reinforcement learning and performance modeling of spoken dialogue systems.",2.363630780112138,1.0004340774793186,10
"It is argued that mixed-initiative dialogue, explanation of reasoning, and sensitivity analysis are essential to meet the needs of experienced as well as novice users in CBR.",1.845160077651946,0.7788744720027395,6
A multimodal dialogue system and algorithms for adaptive content selection based on multi-attribute decision theory are described and the improved efficacy of system responses are demonstrated through the use of user models to both tailor the content of system utterances and to manipulate their conciseness.,1.7160868537748322,0.6031443726201823,4
A tool suite for the engineering of multimodal Post-WIMP Interactive Systems and how the changes in the interaction techniques impact the models at various levels of the software architecture is presented.,1.3619166186686433,0.004321373782642578,1
"It is argued that interactive knowledge acquisition systems would benefit from a tighter and more thorough incorporation of tutoring and learning principles, and an initial implementation of an acquisition dialogue system called SLICK that represents acquisition principles and goals explicitly and declaratively.",1.3224260524059526,0.004321373782642578,1
"Two speech modalities that represent opposites on the spectrum of speaker interaction—the telephone dialogue and audiotape monologue are examined, providing a comprehensive analysis of basic differences in discourse organization, referential characteristics and performance efficiency.",1.934548947666147,0.6031443726201823,4
"Overall, this study shows that prosodic accommodation changes dynamically over the course of a conversation and across conversations, and that these dynamics inform about the naturalness of the conversation flow, the speakers' degree of involvement and their affinity in the conversation.",1.8692904042093985,0.8457180179666587,7
"This paper proposes that communication between humans and computers should likewise be regarded as a series of layered protocols, and that interfaces should be designed to take advantage of the natural tendency of humans to process communication in a layered manner, using protocols learned in other interactions.",1.8573928109209012,0.6031443726201823,4
"An integration framework is developed that facilitates the integration of the user in the interpretation loop by controlling the message flow in the system which is important in the domain, the multimodal access to the Semantic Web.",1.5441921107650325,0.30319605742048883,2
"An empirical evaluation of TOOT, an adaptable spoken dialogue system for retrieving train schedules on the web, shows that adaptable TOOT generally outperforms non-adaptable ToOT, and that the utility of adaptation depends on TOOT’s initial dialogue strategies.",1.9243309847086785,0.004321373782642578,1
"The present paper hypothesized that the well-known effectiveness of human tutoring was due to the last phase, and in particular, to the interactive nature of the tutorial dialogue there, and added to the accumulating evidence that the present paper adds.",1.342620042553348,0.004321373782642578,1
"A novel template-based system that provides two distinct advantages over existing systems that enables a character's personality and emotional state to influence the feel of the utterance, thus decreasing the burden on the game author.",1.1464381352857747,0.004321373782642578,1
"In this experiment, dialogues under the situation that QACIAD assumes are collected using WoZ (Wizard of Oz) simulating, which is frequently used for collecting dialogue data for designing speech dialogue systems, and then analyzed and indicate that the setting of QACiAD is real and appropriate and that one of the important capabilities for future interactive QA systems is providing cooperative and helpful responses.",1.2043913319192998,0.30319605742048883,2
It is expressed the view that the programming of interactive dialogue is an important technology for software engineering in its own right and develops systematically a set of “rules” for dialogue programming and discusses them in terms of user psychology.,1.8976820617964199,0.30319605742048883,2
"This survey presents important concepts of interface management: dialogue independence, structural modeling, representation, interactive tools, rapid prototyping, development methodologies, and control structures.",2.496943478887436,1.0417873189717517,11
"HITIQA is an interactive question answering technology designed to allow intelligence analysts and other users of information systems to pose questions in natural language and obtain relevant answers, or the assistance they require in order to perform their tasks.",1.5798978696031039,0.47856649559384334,3
"This work proposes the use of a sophisticated computer-based information system to generate tailored, interactive handouts to communicate with patients, using text planning and user modeling techniques to generate natural language descriptions of migraine, its symptoms, triggering factors and prescriptions.",1.6902847025126295,0.004321373782642578,1
This paper describes several multilingual dialogue systems specifically designed to address the need for high-quality spoken language translation and dialogue interaction with a non-native speaker.,1.3012470886362115,0.004321373782642578,1
"It is argued that the development of systems fog effective man-computer collaboration requires not only interactive system use but also interactive system depelopment, and a number of rules for programming interaction between the user and computer system are extracted.",1.8325727748461798,0.004321373782642578,1
"This paper will generalize this approach and investigate the analysis of so-called ‘dialogue acts’, i.e. communicative actions on the user interface whose execution entails user beliefs or goals as presuppositions of the action.",1.6902847025126295,0.004321373782642578,1
"This work proposes bringing together expertise from the fields of human-computer interaction, building and urban architecture, and social sciences, and provide them with an occasion for collaboratively creating and sharing ``images' of HBI by 2030.",1.643551368562945,0.6031443726201823,4
The Dialogue graphs are used in TADEUS to support an explicit dialogue modelling stage in a task-oriented and model-based approach to the development of interactive systems and automatic generation of the user interface code.,1.6128897692874846,0.30319605742048883,2
It is shown that a written text language model can be used to predict dialogue utterances from an over-generated word forest and from a human oriented evaluation in an emergency planning domain.,1.3803921600570273,0.30319605742048883,2
"It is argued that transparency and naturalness are important qualities of a dialogue for the student, helping him to concentrate on the learning task and to understand his own performance and that these qualities are also important for system design, since they result in student communicative behaviour that is easier to understand.",1.6628522332647961,0.30319605742048883,2
"The results indicate that museums still have a low level of interactivity on their websites, both in the tools used to present information and the resources available for interaction with virtual visitors, but it has also observed that museums are progressively implementing interactive and dialogic sources, suggesting a clear trend towards new ways of managing these platforms in order to establish more participatory and collaborative communication systems with virtual users.",1.5683190850951119,0.47856649559384334,3
"An overview is given of the requirements to be met by an interactive instruction system, namely computer-assisted instruction, intelligent tutoring systems, microworlds, and interactive learning environments, and current approaches to the design of interactive instruction systems are evaluated.",1.3803921600570273,0.30319605742048883,2
"This paper considers design methodologies in order to develop voice-enabled interfaces for tour-guide robots to be deployed at the Robotics Exposition of the Swiss National Exhibition (Expo.02), and focuses on particular issues that need to be addressed in voice-based interaction when planning specific tasks and research experiments for Expo.02.",1.3619166186686433,0.004321373782642578,1
"The need for multidisciplinary research is reviewed, for development of shared corpora and related resources, for computational support and far rapid communication among researchers, and the expected benefits of this technology are reviewed.",2.198684573077143,0.47856649559384334,3
"Some of the characteristics of the knowledge and understanding that users call upon in learning to use interactive systems are discussed, suggesting that analyses of the ease of use of a system must take into account not only the nature of the interface dialogue itself but also the detailed cognitive context in which a particular exchange occurs.",1.3619166186686433,0.004321373782642578,1
"This paper presents an automatic method for converting from Scheherazade's story intention graph, a semantic representation, to the input required by the personage nlg engine, and provides some examples of story variations generated by personage.",1.755951041004132,0.004321373782642578,1
"This work presents a system - the ADAPTIVE PLACE ADVISOR - that treats item selection as an interactive, conversational process, with the program inquiring about item attributes and the user responding, and presents a novel user model that influences both item search and the questions asked during a conversation.",2.3891838103081646,1.0417873189717517,11
"A case study of user involvement in the requirements specification for project ISLE: Interactive Spoken Language Education, where the input speech signal is processed by speech recogniser, stress and mispronunciation detectors, and output responses are text and graphics as well as speech.",1.1464381352857747,0.004321373782642578,1
"This paper proposes an effective incremental parsing method that can efficiently deal with not only the normal input, which is piecemeal addition to the input from left to right, but also such changes of the input as insertion and deletion.",1.079543007402906,0.004321373782642578,1
"The objective to develop more human-centred, personalized and at the same time more engaging speech-based interactive systems immediately leads to the metaphor of an embodied conversational agent that employs gestures, mimics and speech to communicate with the human user.",1.7482655726687408,0.30319605742048883,2
"The focus of the work described in the paper is on the practical execution of the studies and the methodological conclusions drawn on the basis of the authors' experience, and the methods used and the conclusions drawn are of relevance also to other kinds of intelligent interfaces.",2.5145610336340307,0.004321373782642578,1
"The study of vigilant interaction has the potential to provide insight on how trust asymmetry, deception and novelty can be managed by participants in a manner that allows knowledge sharing to proceed without harm.",1.8808707325324234,0.9036325160842377,8
"How the integrated system provides key advantages for helping both work in natural language dialogue processing and in interactive planning and problem solving is discussed, and the opportunities such an approach affords for the future are considered.",2.4216203771068323,1.0004340774793186,10
It is demonstrated that eye-gaze could play an important role in managing future multimodal human-computer dialogues.,2.2330215069876935,1.0004340774793186,10
"The author outlines general requirements of visual interactive simulation (VIS) systems to allow the development of a unified framework for VIS, and shows that the central components of VIS are application-independent, giving the discussion and resulting terminology relevance across the spectrum of simulation applications.",1.1142772965615861,0.30319605742048883,2
"The steps taken to obtain consistent and effective dialogues across the company through the use of the Dialogues Style Guide, dialogue engineering courses and focus groups are outlined.",1.079543007402906,0.004321373782642578,1
"Results from this study suggest that vocabulary restrictions produce similar discourse and task effects for both speech and keyboard input, and indicate that as task familiarity increases, subjects' utterances become more precise and goal directed regardless of vocabulary restrictions.",1.1763806922432705,0.004321373782642578,1
"This paper examines task modelling in UML and dialogue description in Lean Cuisine+, and describes a method for the early stages of interactive systems design which incorporates both notations, providing a means of representing tasks in the context of the structure of the user interface.",0.9036325160842377,0.004321373782642578,1
"The LIDIA project aims at the construction of a mock-up of a personal MT system for a monolingual user, the study of a dialogue of standardization and disambiguation between the system and the user so as to produce a high quality translation.",1.2043913319192998,0.004321373782642578,1
"The systems for spontaneous speech recognition, multimodal dialogue processing, and visual perception of a user, which includes localization, tracking, and identification of the user, recognition of pointing gestures, as well as the recognition of a person's head orientation are presented.",2.136752266326663,0.47856649559384334,3
"This volume brings together, through a peer-revision process, the advanced research results obtained by the European COST Action 2102: Cross-Modal Analysis of Verbal and Nonverbal Communication, primarily discussed for the first time at the Second COST 2102 International Training School on “Development of Multimodal Interfaces: Active Listening and Synchrony” held in Dublin, Ireland, March 23–27 2009.",1.8692904042093985,0.004321373782642578,1
"This paper looks at how natural language generation techniques can be used to enhance the coherence of the system’s turns in the conversation and demonstrates the ideas by reference to two Web-based language generation systems, the PEBA-[I system and the [LP.X system.",1.0004340774793186,0.004321373782642578,1
"This paper proposes a way to handle the representation of the context information needed to support intelligent dialogue management in interactive speech systems, and shows how a dialogue manager can operate on elements of context information that may be represented in different formalisms.",0.9547247909790629,0.004321373782642578,1
"This paper presents an interface design method, called interactive cooperative objects, which takes its foundation in the object oriented approach for its structuring schemes and in high-level Petri nets for the design, execution and analysis of dialogue structure.",0.9036325160842377,0.004321373782642578,1
